t,regular,regular_dc_fast,regular_dc_slow,flag,pole,newspaper,door,football,dancing,snorkel,snorkel_flag,zomboni,dolphin,dolphin_flag,jack,balloon,digger,digger_flag,pogo,ladder,catapult,gargantuar
7570,-14.855,,,,,-19.478,-14.855,,,,,-129.902,,,,,356.253,351.176,,,,17.5
7571,-15.029,,,,,-19.7,-15.029,,,,,-130.002,,,,,356.31,351.265,,,,17.398
7572,-15.029,,,,,-19.885,-15.029,,,,,-130.102,,,,,356.368,351.354,,,,17.295
7573,-15.029,,,,,-20.07,-15.029,,,,,-130.202,,,,,356.426,351.443,,,,17.193
7574,-15.029,,,,,-20.255,-15.029,,,,,-130.303,,,,,356.483,351.533,,,,17.09
7575,-15.029,,,,,-20.44,-15.029,,,,,-130.403,,,,,356.541,351.622,,,,16.988
7576,-15.029,,,,,-20.624,-15.029,,,,,-130.503,,,,,356.598,351.711,,,,16.885
7577,-15.029,,,,,-20.809,-15.029,,,,,-130.603,,,,,356.656,351.8,,,,16.783
7578,-15.029,,,,,-20.994,-15.029,,,,,-130.703,,,,,356.713,351.89,,,,16.681
7579,-15.029,,,,,-21.179,-15.029,,,,,-130.803,,,,,356.771,351.979,,,,16.578
7580,-15.029,,,,,-21.364,-15.029,,,,,-130.903,,,,,356.828,352.068,,,,16.476
7581,-15.029,,,,,-21.557,-15.029,,,,,-131.003,,,,,356.886,352.157,,,,16.373
7582,-15.04,,,,,-21.751,-15.04,,,,,-131.103,,,,,356.944,352.246,,,,16.147
7583,-15.05,,,,,-21.945,-15.05,,,,,-131.203,,,,,357.001,352.336,,,,15.921
7584,-15.06,,,,,-22.138,-15.06,,,,,-131.303,,,,,357.059,352.425,,,,15.695
7585,-15.07,,,,,-22.332,-15.07,,,,,-131.403,,,,,357.116,352.514,,,,15.468
7586,-15.08,,,,,-22.526,-15.08,,,,,-131.503,,,,,357.174,352.603,,,,15.242
7587,-15.091,,,,,-22.719,-15.091,,,,,-131.603,,,,,357.231,352.693,,,,15.016
7588,-15.101,,,,,-22.913,-15.101,,,,,-131.703,,,,,357.289,352.782,,,,14.79
7589,-15.111,,,,,-23.106,-15.111,,,,,-131.803,,,,,357.346,352.868,,,,14.564
7590,-15.121,,,,,-23.3,-15.121,,,,,-131.903,,,,,357.404,352.955,,,,14.337
7591,-15.131,,,,,-23.494,-15.131,,,,,-132.003,,,,,357.462,353.041,,,,14.111
7592,-15.142,,,,,-23.687,-15.142,,,,,-132.103,,,,,357.519,353.127,,,,13.885
7593,-15.152,,,,,-23.881,-15.152,,,,,-132.203,,,,,357.577,353.214,,,,13.659
7594,-15.162,,,,,-24.075,-15.162,,,,,-132.303,,,,,357.634,353.3,,,,13.432
7595,-15.172,,,,,-24.268,-15.172,,,,,-132.403,,,,,357.692,353.386,,,,13.206
7596,-15.182,,,,,-24.462,-15.182,,,,,-132.503,,,,,357.749,353.473,,,,12.98
7597,-15.193,,,,,-24.656,-15.193,,,,,-132.603,,,,,357.807,353.559,,,,12.754
7598,-15.197,,,,,-24.849,-15.197,,,,,-132.703,,,,,357.864,353.646,,,,12.528
7599,-15.197,,,,,-25.043,-15.197,,,,,-132.803,,,,,357.919,353.732,,,,12.301
7600,-15.197,,,,,-25.236,-15.197,,,,,-132.903,,,,,357.974,353.818,,,,12.075
7601,-15.197,,,,,-25.43,-15.197,,,,,-133.003,,,,,358.028,353.905,,,,11.849
7602,-15.197,,,,,-25.624,-15.197,,,,,-133.103,,,,,358.083,353.991,,,,11.623
7603,-15.197,,,,,-25.817,-15.197,,,,,-133.203,,,,,358.138,354.077,,,,11.396
7604,-15.197,,,,,-26.002,-15.197,,,,,-133.303,,,,,358.193,354.164,,,,11.17
7605,-15.197,,,,,-26.187,-15.197,,,,,-133.403,,,,,358.247,354.25,,,,10.944
7606,-15.197,,,,,-26.372,-15.197,,,,,-133.503,,,,,358.302,354.336,,,,10.714
7607,-15.197,,,,,-26.557,-15.197,,,,,-133.603,,,,,358.357,354.423,,,,10.483
7608,-15.197,,,,,-26.741,-15.197,,,,,-133.703,,,,,358.411,354.509,,,,10.253
7609,-15.197,,,,,-26.926,-15.197,,,,,-133.803,,,,,358.466,354.596,,,,10.022
7610,-15.197,,,,,-27.111,-15.197,,,,,-133.903,,,,,358.521,354.682,,,,9.792
7611,-15.197,,,,,-27.296,-15.197,,,,,-134.003,,,,,358.575,354.768,,,,9.561
7612,-15.442,,,,,-27.481,-15.442,,,,,-134.103,,,,,358.63,354.855,,,,9.331
7613,-15.687,,,,,-27.666,-15.687,,,,,-134.203,,,,,358.685,354.941,,,,9.1
7614,-15.932,,,,,-27.85,-15.932,,,,,-134.303,,,,,358.739,355.027,,,,8.87
7615,-16.177,,,,,-28.035,-16.177,,,,,-134.403,,,,,358.794,355.114,,,,8.639
7616,-16.422,,,,,-28.229,-16.422,,,,,-134.503,,,,,358.849,355.2,,,,8.409
7617,-16.667,,,,,-28.423,-16.667,,,,,-134.603,,,,,358.903,355.286,,,,8.178
7618,-16.911,,,,,-28.616,-16.911,,,,,-134.703,,,,,358.958,355.373,,,,7.948
7619,-17.156,,,,,-28.81,-17.156,,,,,-134.803,,,,,359.013,355.459,,,,7.717
7620,-17.401,,,,,-29.003,-17.401,,,,,-134.903,,,,,359.068,355.546,,,,7.487
7621,-17.646,,,,,-29.197,-17.646,,,,,-135.003,,,,,359.122,355.632,,,,7.256
7622,-17.891,,,,,-29.391,-17.891,,,,,-135.103,,,,,359.177,355.718,,,,7.026
7623,-18.136,,,,,-29.584,-18.136,,,,,-135.203,,,,,359.232,355.805,,,,6.795
7624,-18.381,,,,,-29.778,-18.381,,,,,-135.303,,,,,359.286,355.862,,,,6.565
7625,-18.625,,,,,-29.972,-18.625,,,,,-135.403,,,,,359.341,355.92,,,,6.334
7626,-18.87,,,,,-30.165,-18.87,,,,,-135.503,,,,,359.396,355.977,,,,6.104
7627,-19.115,,,,,-30.28,-19.115,,,,,-135.603,,,,,359.45,356.035,,,,5.873
7628,-19.36,,,,,-30.394,-19.36,,,,,-135.703,,,,,359.505,356.092,,,,5.643
7629,-19.605,,,,,-30.508,-19.605,,,,,-135.803,,,,,359.56,356.15,,,,5.412
7630,-19.85,,,,,-30.623,-19.85,,,,,-135.903,,,,,359.614,356.208,,,,5.182
7631,-20.095,,,,,-30.737,-20.095,,,,,-136.003,,,,,359.669,356.265,,,,4.951
7632,-20.329,,,,,-30.852,-20.329,,,,,-136.103,,,,,359.724,356.323,,,,4.721
7633,-20.564,,,,,-30.966,-20.564,,,,,-136.203,,,,,359.778,356.38,,,,4.49
7634,-20.799,,,,,-31.081,-20.799,,,,,-136.303,,,,,359.833,356.438,,,,4.26
7635,-21.033,,,,,-31.195,-21.033,,,,,-136.403,,,,,359.891,356.495,,,,4.029
7636,-21.268,,,,,-31.309,-21.268,,,,,-136.503,,,,,359.948,356.553,,,,3.799
7637,-21.503,,,,,-31.424,-21.503,,,,,-136.603,,,,,360.006,356.61,,,,3.568
7638,-21.737,,,,,-31.538,-21.737,,,,,-136.703,,,,,360.063,356.668,,,,3.338
7639,-21.972,,,,,-31.653,-21.972,,,,,-136.803,,,,,360.121,356.726,,,,3.108
7640,-22.207,,,,,-31.767,-22.207,,,,,-136.903,,,,,360.178,356.783,,,,2.877
7641,-22.441,,,,,-31.881,-22.441,,,,,-137.003,,,,,360.236,356.841,,,,2.647
7642,-22.661,,,,,-31.996,-22.661,,,,,-137.103,,,,,360.294,356.898,,,,2.416
7643,-22.845,,,,,-32.11,-22.845,,,,,-137.203,,,,,360.351,356.956,,,,2.186
7644,-23.028,,,,,-32.225,-23.028,,,,,-137.303,,,,,360.409,357.013,,,,1.955
7645,-23.212,,,,,-32.339,-23.212,,,,,-137.403,,,,,360.466,357.071,,,,1.725
7646,-23.396,,,,,-32.454,-23.396,,,,,-137.503,,,,,360.524,357.128,,,,1.494
7647,-23.579,,,,,-32.568,-23.579,,,,,-137.603,,,,,360.581,357.186,,,,1.264
7648,-23.763,,,,,-32.682,-23.763,,,,,-137.703,,,,,360.639,357.244,,,,1.033
7649,-23.946,,,,,-32.797,-23.946,,,,,-137.803,,,,,360.697,357.301,,,,0.803
7650,-24.13,,,,,-32.911,-24.13,,,,,-137.903,,,,,360.754,357.359,,,,0.572
7651,-24.314,,,,,-33.026,-24.314,,,,,-138.003,,,,,360.812,357.416,,,,0.342
7652,-24.487,,,,,-33.14,-24.487,,,,,-138.103,,,,,360.869,357.474,,,,0.111
7653,-24.661,,,,,-33.255,-24.661,,,,,-138.203,,,,,360.927,357.531,,,,-0.119
7654,-24.834,,,,,-33.369,-24.834,,,,,-138.303,,,,,360.984,357.589,,,,-0.35
7655,-25.008,,,,,-33.483,-25.008,,,,,-138.403,,,,,361.042,357.646,,,,-0.58
7656,-25.181,,,,,-33.598,-25.181,,,,,-138.503,,,,,361.099,357.704,,,,-0.811
7657,-25.354,,,,,-33.712,-25.354,,,,,-138.603,,,,,361.157,357.762,,,,-1.041
7658,-25.528,,,,,-33.827,-25.528,,,,,-138.703,,,,,361.215,357.819,,,,-1.272
7659,-25.701,,,,,-33.941,-25.701,,,,,-138.803,,,,,361.272,357.877,,,,-1.502
7660,-25.875,,,,,-34.055,-25.875,,,,,-138.903,,,,,361.33,357.931,,,,-1.733
7661,-26.048,,,,,-34.17,-26.048,,,,,-139.003,,,,,361.387,357.986,,,,-1.963
7662,-26.232,,,,,-34.293,-26.232,,,,,-139.103,,,,,361.445,358.041,,,,-2.194
7663,-26.416,,,,,-34.416,-26.416,,,,,-139.203,,,,,361.502,358.095,,,,-2.424
7664,-26.599,,,,,-34.54,-26.599,,,,,-139.303,,,,,361.56,358.15,,,,-2.655
7665,-26.783,,,,,-34.663,-26.783,,,,,-139.403,,,,,361.617,358.205,,,,-2.885
7666,-26.966,,,,,-34.786,-26.966,,,,,-139.503,,,,,361.675,358.259,,,,-3.116
7667,-27.15,,,,,-34.909,-27.15,,,,,-139.603,,,,,361.733,358.314,,,,-3.346
7668,-27.334,,,,,-35.032,-27.334,,,,,-139.703,,,,,361.79,358.369,,,,-3.577
7669,-27.517,,,,,-35.156,-27.517,,,,,-139.803,,,,,361.848,358.424,,,,-3.807
7670,-27.701,,,,,-35.279,-27.701,,,,,-139.903,,,,,361.905,358.478,,,,-4.038
7671,-27.885,,,,,-35.402,-27.885,,,,,-140.003,,,,,361.96,358.533,,,,-4.268
7672,-28.068,,,,,-35.525,-28.068,,,,,-140.103,,,,,362.015,358.588,,,,-4.499
7673,-28.252,,,,,-35.648,-28.252,,,,,-140.203,,,,,362.069,358.642,,,,-4.729
7674,-28.436,,,,,-35.763,-28.436,,,,,-140.303,,,,,362.124,358.697,,,,-4.959
7675,-28.619,,,,,-35.877,-28.619,,,,,-140.403,,,,,362.179,358.752,,,,-5.19
7676,-28.803,,,,,-35.992,-28.803,,,,,-140.503,,,,,362.233,358.806,,,,-5.42
7677,-28.987,,,,,-36.106,-28.987,,,,,-140.603,,,,,362.288,358.861,,,,-5.651
7678,-29.17,,,,,-36.221,-29.17,,,,,-140.703,,,,,362.343,358.916,,,,-5.881
7679,-29.354,,,,,-36.335,-29.354,,,,,-140.803,,,,,362.397,358.97,,,,-6.112
7680,-29.538,,,,,-36.449,-29.538,,,,,-140.903,,,,,362.452,359.025,,,,-6.342
7681,-29.721,,,,,-36.564,-29.721,,,,,-141.003,,,,,362.507,359.08,,,,-6.573
7682,-29.905,,,,,-36.678,-29.905,,,,,-141.103,,,,,362.561,359.134,,,,-6.803
7683,-30.088,,,,,-36.793,-30.088,,,,,-141.203,,,,,362.616,359.189,,,,-7.034
7684,-30.272,,,,,-36.907,-30.272,,,,,-141.303,,,,,362.671,359.244,,,,-7.264
7685,-30.456,,,,,-36.907,-30.456,,,,,-141.403,,,,,362.725,359.299,,,,-7.495
7686,-30.639,,,,,-36.907,-30.639,,,,,-141.503,,,,,362.78,359.353,,,,-7.725
7687,-30.823,,,,,-36.907,-30.823,,,,,-141.603,,,,,362.835,359.408,,,,-7.956
7688,-31.007,,,,,-36.907,-31.007,,,,,-141.703,,,,,362.89,359.463,,,,-8.186
7689,-31.19,,,,,-36.907,-31.19,,,,,-141.803,,,,,362.944,359.517,,,,-8.417
7690,-31.374,,,,,-36.907,-31.374,,,,,-141.903,,,,,362.999,359.572,,,,-8.647
7691,-31.558,,,,,-36.907,-31.558,,,,,-142.003,,,,,363.054,359.627,,,,-8.878
7692,-31.741,,,,,-36.907,-31.741,,,,,-142.103,,,,,363.108,359.681,,,,-9.108
7693,-31.925,,,,,-36.907,-31.925,,,,,-142.203,,,,,363.163,359.736,,,,-9.339
7694,-32.109,,,,,-36.907,-32.109,,,,,-142.303,,,,,363.218,359.791,,,,-9.569
7695,-32.292,,,,,-36.907,-32.292,,,,,-142.403,,,,,363.272,359.845,,,,-9.8
7696,-32.476,,,,,-36.907,-32.476,,,,,-142.503,,,,,363.327,359.903,,,,-10.03
7697,-32.66,,,,,-36.907,-32.66,,,,,-142.603,,,,,363.382,359.961,,,,-10.261
7698,-32.843,,,,,-36.907,-32.843,,,,,-142.703,,,,,363.436,360.018,,,,-10.491
7699,-33.027,,,,,-36.907,-33.027,,,,,-142.803,,,,,363.491,360.076,,,,-10.722
7700,-33.21,,,,,-36.907,-33.21,,,,,-142.903,,,,,363.546,360.133,,,,-10.952
7701,-33.394,,,,,-36.907,-33.394,,,,,-143.003,,,,,363.6,360.191,,,,-11.183
7702,-33.568,,,,,-36.907,-33.568,,,,,-143.103,,,,,363.655,360.248,,,,-11.375
7703,-33.741,,,,,-36.907,-33.741,,,,,-143.203,,,,,363.71,360.306,,,,-11.567
7704,-33.914,,,,,-36.907,-33.914,,,,,-143.303,,,,,363.765,360.363,,,,-11.759
7705,-34.088,,,,,-36.907,-34.088,,,,,-143.403,,,,,363.819,360.421,,,,-11.951
7706,-34.261,,,,,-36.907,-34.261,,,,,-143.503,,,,,363.851,360.479,,,,-12.143
7707,-34.435,,,,,-36.907,-34.435,,,,,-143.603,,,,,363.883,360.536,,,,-12.335
7708,-34.608,,,,,-36.907,-34.608,,,,,-143.703,,,,,363.914,360.594,,,,-12.527
7709,-34.782,,,,,-36.898,-34.782,,,,,-143.803,,,,,363.946,360.651,,,,-12.719
7710,-34.955,,,,,-36.889,-34.955,,,,,-143.903,,,,,363.977,360.709,,,,-12.911
7711,-35.129,,,,,-36.881,-35.129,,,,,-144.003,,,,,364.009,360.766,,,,-13.103
7712,-35.312,,,,,-36.872,-35.312,,,,,-144.103,,,,,364.041,360.824,,,,-13.295
7713,-35.496,,,,,-36.863,-35.496,,,,,-144.203,,,,,364.072,360.881,,,,-13.487
7714,-35.679,,,,,-36.854,-35.679,,,,,-144.303,,,,,364.104,360.939,,,,-13.68
7715,-35.863,,,,,-36.845,-35.863,,,,,-144.403,,,,,364.136,360.997,,,,-13.872
7716,-36.047,,,,,-36.837,-36.047,,,,,-144.503,,,,,364.167,361.054,,,,-14.064
7717,-36.23,,,,,-36.828,-36.23,,,,,-144.603,,,,,364.199,361.112,,,,-14.256
7718,-36.414,,,,,-36.819,-36.414,,,,,-144.703,,,,,364.231,361.169,,,,-14.448
7719,-36.598,,,,,-36.81,-36.598,,,,,-144.803,,,,,364.262,361.227,,,,-14.64
7720,-36.781,,,,,-36.81,-36.781,,,,,-144.903,,,,,364.294,361.284,,,,-14.832
7721,-36.965,,,,,-36.81,-36.965,,,,,-145.003,,,,,364.326,361.342,,,,-15.024
7722,-37.138,,,,,-36.81,-37.138,,,,,-145.103,,,,,364.357,361.399,,,,-15.216
7723,-37.312,,,,,-36.81,-37.312,,,,,-145.203,,,,,364.389,361.457,,,,-15.408
7724,-37.485,,,,,-36.81,-37.485,,,,,-145.303,,,,,364.421,361.515,,,,-15.6
7725,-37.659,,,,,-36.81,-37.659,,,,,-145.403,,,,,364.452,361.572,,,,-15.792
7726,-37.832,,,,,-36.81,-37.832,,,,,-145.503,,,,,364.484,361.63,,,,-15.98
7727,-38.006,,,,,-36.81,-38.006,,,,,-145.603,,,,,364.515,361.687,,,,-16.168
7728,-38.179,,,,,-36.81,-38.179,,,,,-145.703,,,,,364.547,361.745,,,,-16.356
7729,-38.353,,,,,-36.81,-38.353,,,,,-145.803,,,,,364.579,361.802,,,,-16.544
7730,-38.526,,,,,-36.81,-38.526,,,,,-145.903,,,,,364.61,361.86,,,,-16.731
7731,-38.699,,,,,-36.81,-38.699,,,,,-146.003,,,,,364.642,361.917,,,,-16.919
7732,-38.893,,,,,-36.898,-38.893,,,,,-146.103,,,,,364.674,361.972,,,,-17.107
7733,-39.087,,,,,-36.986,-39.087,,,,,-146.203,,,,,364.705,362.027,,,,-17.295
7734,-39.281,,,,,-37.074,-39.281,,,,,-146.303,,,,,364.737,362.081,,,,-17.483
7735,-39.475,,,,,-37.162,-39.475,,,,,-146.403,,,,,364.769,362.136,,,,-17.67
7736,-39.669,,,,,-37.25,-39.669,,,,,-146.503,,,,,364.8,362.191,,,,-17.858
7737,-39.863,,,,,-37.338,-39.863,,,,,-146.604,,,,,364.832,362.246,,,,-18.046
7738,-40.056,,,,,-37.426,-40.056,,,,,-146.704,,,,,364.864,362.3,,,,-18.234
7739,-40.25,,,,,-37.514,-40.25,,,,,-146.804,,,,,364.895,362.355,,,,-18.422
7740,-40.444,,,,,-37.602,-40.444,,,,,-146.904,,,,,364.927,362.41,,,,-18.609
7741,-40.602,,,,,-37.69,-40.602,,,,,-147.004,,,,,364.959,362.464,,,,-18.797
7742,-40.714,,,,,-37.778,-40.714,,,,,-147.104,,,,,364.987,362.519,,,,-18.985
7743,-40.826,,,,,-37.866,-40.826,,,,,-147.204,,,,,365.016,362.574,,,,-19.173
7744,-40.939,,,,,-37.954,-40.939,,,,,-147.304,,,,,365.045,362.628,,,,-19.361
7745,-41.051,,,,,-38.042,-41.051,,,,,-147.404,,,,,365.074,362.683,,,,-19.548
7746,-41.163,,,,,-38.13,-41.163,,,,,-147.504,,,,,365.102,362.738,,,,-19.736
7747,-41.275,,,,,-38.218,-41.275,,,,,-147.604,,,,,365.131,362.792,,,,-19.924
7748,-41.387,,,,,-38.306,-41.387,,,,,-147.704,,,,,365.16,362.847,,,,-20.112
7749,-41.5,,,,,-38.395,-41.5,,,,,-147.804,,,,,365.189,362.902,,,,-20.3
7750,-41.612,,,,,-38.483,-41.612,,,,,-147.904,,,,,365.218,362.956,,,,-20.492
7751,-41.724,,,,,-38.571,-41.724,,,,,-148.004,,,,,365.246,363.011,,,,-20.684
7752,-41.847,,,,,-38.659,-41.847,,,,,-148.104,,,,,365.275,363.066,,,,-20.876
7753,-41.969,,,,,-38.747,-41.969,,,,,-148.204,,,,,365.304,363.121,,,,-21.068
7754,-42.091,,,,,-38.835,-42.091,,,,,-148.304,,,,,365.333,363.175,,,,-21.26
7755,-42.214,,,,,-38.914,-42.214,,,,,-148.404,,,,,365.361,363.23,,,,-21.452
7756,-42.336,,,,,-38.993,-42.336,,,,,-148.504,,,,,365.39,363.285,,,,-21.644
7757,-42.459,,,,,-39.072,-42.459,,,,,-148.604,,,,,365.419,363.339,,,,-21.836
7758,-42.581,,,,,-39.151,-42.581,,,,,-148.704,,,,,365.448,363.394,,,,-22.028
7759,-42.704,,,,,-39.231,-42.704,,,,,-148.804,,,,,365.477,363.449,,,,-22.22
7760,-42.826,,,,,-39.31,-42.826,,,,,-148.904,,,,,365.505,363.503,,,,-22.412
7761,-42.948,,,,,-39.389,-42.948,,,,,-149.004,,,,,365.534,363.558,,,,-22.604
7762,-43.071,,,,,-39.468,-43.071,,,,,-149.104,,,,,365.563,363.613,,,,-22.797
7763,-43.193,,,,,-39.547,-43.193,,,,,-149.204,,,,,365.592,363.667,,,,-22.989
7764,-43.316,,,,,-39.627,-43.316,,,,,-149.304,,,,,365.62,363.722,,,,-23.181
7765,-43.414,,,,,-39.706,-43.414,,,,,-149.404,,,,,365.649,363.777,,,,-23.373
7766,-43.425,,,,,-39.785,-43.425,,,,,-149.504,,,,,365.678,363.831,,,,-23.565
7767,-43.435,,,,,-39.873,-43.435,,,,,-149.604,,,,,365.707,363.863,,,,-23.757
7768,-43.445,,,,,-39.961,-43.445,,,,,-149.704,,,,,365.736,363.895,,,,-23.949
7769,-43.455,,,,,-40.049,-43.455,,,,,-149.804,,,,,365.764,363.926,,,,-24.141
7770,-43.466,,,,,-40.137,-43.466,,,,,-149.904,,,,,365.793,363.958,,,,-24.333
7771,-43.476,,,,,-40.225,-43.476,,,,,-150.004,,,,,365.822,363.99,,,,-24.525
7772,-43.486,,,,,-40.313,-43.486,,,,,-150.104,,,,,365.851,364.021,,,,-24.717
7773,-43.496,,,,,-40.401,-43.496,,,,,-150.204,,,,,365.879,364.053,,,,-24.909
7774,-43.507,,,,,-40.489,-43.507,,,,,-150.304,,,,,365.908,364.085,,,,-25.101
7775,-43.517,,,,,-40.577,-43.517,,,,,-150.404,,,,,365.937,364.116,,,,-25.293
7776,-43.527,,,,,-40.665,-43.527,,,,,-150.504,,,,,365.966,364.148,,,,-25.486
7777,-43.537,,,,,-40.753,-43.537,,,,,-150.604,,,,,365.995,364.18,,,,-25.678
7778,-43.548,,,,,-40.841,-43.548,,,,,-150.704,,,,,366.026,364.211,,,,-25.87
7779,-43.558,,,,,-40.929,-43.558,,,,,-150.804,,,,,366.058,364.243,,,,-26.062
7780,-43.568,,,,,-41.017,-43.568,,,,,-150.904,,,,,366.089,364.275,,,,-26.254
7781,-43.578,,,,,-41.105,-43.578,,,,,-151.004,,,,,366.121,364.306,,,,-26.446
7782,-43.589,,,,,-41.193,-43.589,,,,,-151.104,,,,,366.153,364.338,,,,-26.638
7783,-43.599,,,,,-41.281,-43.599,,,,,-151.204,,,,,366.184,364.369,,,,-26.83
7784,-43.609,,,,,-41.369,-43.609,,,,,-151.304,,,,,366.216,364.401,,,,-27.022
7785,-43.62,,,,,-41.457,-43.62,,,,,-151.404,,,,,366.248,364.433,,,,-27.214
7786,-43.63,,,,,-41.545,-43.63,,,,,-151.504,,,,,366.279,364.464,,,,-27.406
7787,-43.773,,,,,-41.633,-43.773,,,,,-151.604,,,,,366.311,364.496,,,,-27.598
7788,-43.917,,,,,-41.721,-43.917,,,,,-151.704,,,,,366.343,364.528,,,,-27.79
7789,-44.061,,,,,-41.809,-44.061,,,,,-151.804,,,,,366.374,364.559,,,,-27.982
7790,-44.204,,,,,-41.994,-44.204,,,,,-151.904,,,,,366.406,364.591,,,,-28.175
7791,-44.348,,,,,-42.179,-44.348,,,,,-152.004,,,,,366.438,364.623,,,,-28.367
7792,-44.387,,,,,-42.364,-44.387,,,,,-152.104,,,,,366.469,364.654,,,,-28.559
7793,-44.397,,,,,-42.549,-44.397,,,,,-152.204,,,,,366.501,364.686,,,,-28.751
7794,-44.408,,,,,-42.734,-44.408,,,,,-152.304,,,,,366.533,364.718,,,,-28.943
7795,-44.418,,,,,-42.918,-44.418,,,,,-152.404,,,,,366.564,364.749,,,,-29.135
7796,-44.428,,,,,-43.103,-44.428,,,,,-152.504,,,,,366.596,364.781,,,,-29.327
7797,-44.438,,,,,-43.288,-44.438,,,,,-152.604,,,,,366.627,364.813,,,,-29.327
7798,-44.448,,,,,-43.473,-44.448,,,,,-152.704,,,,,366.659,364.844,,,,-29.327
7799,-44.459,,,,,-43.658,-44.459,,,,,-152.804,,,,,366.691,364.876,,,,-29.327
7800,-44.469,,,,,-43.843,-44.469,,,,,-152.904,,,,,366.722,364.907,,,,-29.327
7801,-44.479,,,,,-44.027,-44.479,,,,,-153.004,,,,,366.754,364.939,,,,-29.327
7802,-44.489,,,,,-44.221,-44.489,,,,,-153.104,,,,,366.786,364.971,,,,-29.327
7803,-44.499,,,,,-44.415,-44.499,,,,,-153.204,,,,,366.817,365,,,,-29.327
7804,-44.51,,,,,-44.608,-44.51,,,,,-153.304,,,,,366.849,365.028,,,,-29.327
7805,-44.52,,,,,-44.802,-44.52,,,,,-153.404,,,,,366.881,365.057,,,,-29.327
7806,-44.53,,,,,-44.996,-44.53,,,,,-153.504,,,,,366.912,365.086,,,,-29.327
7807,-44.54,,,,,-45.189,-44.54,,,,,-153.604,,,,,366.944,365.115,,,,-29.327
7808,-44.55,,,,,-45.383,-44.55,,,,,-153.704,,,,,366.976,365.143,,,,-29.327
7809,-44.561,,,,,-45.576,-44.561,,,,,-153.804,,,,,367.007,365.172,,,,-29.327
7810,-44.571,,,,,-45.77,-44.571,,,,,-153.904,,,,,367.039,365.201,,,,-29.327
7811,-44.581,,,,,-45.964,-44.581,,,,,-154.004,,,,,367.071,365.23,,,,-29.327
7812,-44.591,,,,,-46.157,-44.591,,,,,-154.104,,,,,367.102,365.259,,,,-29.327
7813,-44.601,,,,,-46.351,-44.601,,,,,-154.204,,,,,367.131,365.287,,,,-29.327
7814,-44.612,,,,,-46.545,-44.612,,,,,-154.304,,,,,367.16,365.316,,,,-29.327
7815,-44.622,,,,,-46.738,-44.622,,,,,-154.404,,,,,367.189,365.345,,,,-29.327
7816,-44.632,,,,,-46.932,-44.632,,,,,-154.504,,,,,367.217,365.374,,,,-29.327
7817,-44.642,,,,,-47.125,-44.642,,,,,-154.604,,,,,367.246,365.402,,,,-29.327
7818,-44.652,,,,,-47.319,-44.652,,,,,-154.704,,,,,367.275,365.431,,,,-29.327
7819,-44.663,,,,,-47.513,-44.663,,,,,-154.804,,,,,367.304,365.46,,,,-29.327
7820,-44.673,,,,,-47.706,-44.673,,,,,-154.904,,,,,367.332,365.489,,,,-29.327
7821,-44.683,,,,,-47.9,-44.683,,,,,-155.004,,,,,367.361,365.518,,,,-29.327
7822,-44.693,,,,,-48.094,-44.693,,,,,-155.104,,,,,367.39,365.546,,,,-29.327
7823,-44.703,,,,,-48.287,-44.703,,,,,-155.204,,,,,367.419,365.575,,,,-29.327
7824,-44.714,,,,,-48.481,-44.714,,,,,-155.304,,,,,367.448,365.604,,,,-29.327
7825,-44.724,,,,,-48.666,-44.724,,,,,-155.404,,,,,367.476,365.633,,,,-29.327
7826,-44.734,,,,,-48.851,-44.734,,,,,-155.504,,,,,367.505,365.661,,,,-29.327
7827,-44.744,,,,,-49.035,-44.744,,,,,-155.604,,,,,367.534,365.69,,,,-29.327
7828,-44.754,,,,,-49.22,-44.754,,,,,-155.704,,,,,367.563,365.719,,,,-29.327
7829,-44.765,,,,,-49.405,-44.765,,,,,-155.804,,,,,367.591,365.748,,,,-29.327
7830,-44.775,,,,,-49.59,-44.775,,,,,-155.904,,,,,367.62,365.777,,,,-29.327
7831,-44.785,,,,,-49.775,-44.785,,,,,-156.004,,,,,367.649,365.805,,,,-29.327
7832,-44.928,,,,,-49.959,-44.928,,,,,-156.104,,,,,367.678,365.834,,,,-29.327
7833,-45.071,,,,,-50.144,-45.071,,,,,-156.204,,,,,367.707,365.863,,,,-29.327
7834,-45.214,,,,,-50.329,-45.214,,,,,-156.304,,,,,367.735,365.892,,,,-29.327
7835,-45.352,,,,,-50.514,-45.352,,,,,-156.404,,,,,367.764,365.92,,,,-29.327
7836,-45.484,,,,,-50.708,-45.484,,,,,-156.504,,,,,367.793,365.949,,,,-29.327
7837,-45.617,,,,,-50.901,-45.617,,,,,-156.604,,,,,367.822,365.978,,,,-29.327
7838,-45.749,,,,,-51.095,-45.749,,,,,-156.704,,,,,367.85,366.007,,,,-29.327
7839,-45.882,,,,,-51.289,-45.882,,,,,-156.804,,,,,367.879,366.038,,,,-29.327
7840,-46.015,,,,,-51.482,-46.015,,,,,-156.904,,,,,367.908,366.07,,,,-29.327
7841,-46.147,,,,,-51.676,-46.147,,,,,-157.004,,,,,367.937,366.102,,,,-29.327
7842,-46.27,,,,,-51.869,-46.27,,,,,-157.104,,,,,367.966,366.133,,,,-29.327
7843,-46.392,,,,,-52.063,-46.392,,,,,-157.204,,,,,367.994,366.165,,,,-29.327
